IDENTIFIER,DIRX,DIRY,DIRZ,SURFACEANGLE,LOCX,LOCY,LOCZ,2DLOCX,2DLOCY,2DLOCZ,WAVELENGTH,RGBCOLOR,DISTANCE,CASUALTYINTENSITY,TRACESOURCEINTENSITY,INTENSITYFRACTION,Pol1DirX,Pol1DirY,Pol1DirZ,Pol1Len,Pol2DirX,Pol2DirY,Pol2DirZ,Pol2Len
spiral_245_t_t,0.998873350759502,0.0454381660665477,0.013689492576232,0.0474733790771196,10,-0.0144594597561141,-0.0043563084543893,0.0543563084543893,0.0355405402438859,0,1.033E-06,#797979,0,0.919862500617816,1,0.919862500617816,0,0.195573785021655,-0.649148540210046,0.677969713663177,0.0321935999698402,-0.648823779051263,-0.195475941823809,0.67839484665885
spiral_244_t_t,0.998857108700348,0.04387689994136,0.0189550534242852,0.0478144134359605,10,-0.00982679472084831,-0.00424522742427342,0.0542452274242734,0.0401732052791517,0,7.54E-07,#FF0000,0,0.918700898675953,1,0.918700898675953,1.17941621123223E-18,0.268698625793334,-0.621979925585973,0.677538175555561,0.0324043731786488,-0.621664760291909,-0.268562472715189,0.677969703851724
spiral_243_t_t,0.998857125022669,0.0414022663642956,0.0238808737559436,0.0478140719364028,10,-0.0084098158029347,-0.00485079120387999,0.05485079120388,0.0415901841970653,0,7.1E-07,#FF0000,0,0.918439230474762,1,0.918439230474762,0,0.338479094695446,-0.586821143168543,0.677441622293379,0.03239952955901,-0.586523901115588,-0.338307645145339,0.677873202641377
spiral_242_t_t,0.99887774747845,0.0380228682029915,0.028240167952689,0.047380639355021,10,-0.0104583311649687,-0.00776756311561782,0.0577675631156178,0.0395416688350313,0,8.87E-07,#8B8B8B,0,0.919328806312477,1,0.919328806312477,-5.9283763477186E-19,0.404123019403801,-0.544115613275685,0.677773719926067,0.0321214006383819,-0.543844653694923,-0.403921773563317,0.678197309704232
spiral_241_t_t,0.998879800499669,0.0344713047042441,0.0324171760912258,0.0473372729248746,10,-0.00907391042783807,-0.00853320043145969,0.0585332004314597,0.0409260895721619,0,8.52E-07,#8F8F8F,0,0.919181380650685,1,0.919181380650685,1.78172403966136E-18,0.464284602469421,-0.493704200395917,0.677719727895507,0.0320894325610665,-0.493458842616894,-0.464053865443474,0.678142574295351
spiral_240_t_t,0.998935202074488,0.0297205021678565,0.0352867369884494,0.0461516401649317,10,-0.0149892351533275,-0.0177965094777414,0.0677965094777414,0.0350107648466725,0,1.749E-06,#1F1F1F,0,0.922072447024555,1,0.922072447024555,0,0.519179686086518,-0.437282738579435,0.678795801330875,0.0313349338501434,-0.437075366693697,-0.518933476343845,0.679197104764243
spiral_239_t_t,0.998934045730776,0.0254366420832215,0.0385194693560839,0.0461766975755296,10,-0.0121287230375308,-0.0183668887522209,0.0683668887522209,0.0378712769624692,0,1.649E-06,#2C2C2C,0,0.921748318345065,1,0.921748318345065,1.19853141067738E-18,0.566336293450507,-0.373984736447663,0.678676197000519,0.031346436997011,-0.373807266672556,-0.566067545651898,0.679078005806386
spiral_238_t_t,0.998916926990006,0.0209487071423493,0.0415466562060966,0.0465460755453745,10,-0.00779727759896129,-0.0154640002147272,0.0654640002147272,0.0422027224010387,0,1.238E-06,#5F5F5F,0,0.920502806086246,1,0.920502806086246,0,0.60558707029055,-0.305349872725701,0.678214010823054,0.0315758117727348,-0.30520289119426,-0.6052955682368,0.678622547230456
spiral_237_t_t,0.998944512939829,0.015757719870164,0.0431457336465811,0.0459493805820886,10,-0.00763428215260977,-0.020903195833746,0.070903195833746,0.0423657178473902,0,1.676E-06,#282828,0,0.921834653687379,1,0.921834653687379,-2.4075820691521E-18,0.637522127864396,-0.232836349109435,0.678709974129862,0.0311936040074544,-0.232726931557182,-0.637222534991526,0.679107815228202
spiral_236_t_t,0.998904832260476,0.0108066104961789,0.0455231068387645,0.0468052923642876,10,-0.0029352919952276,-0.0123649881846824,0.0623649881846824,0.0470647080047724,0,8.74E-07,#8D8D8D,0,0.919275269405757,1,0.919275269405757,-9.00438871526936E-19,0.6594332865948,-0.156541131994464,0.677759091031118,0.0317304717364376,-0.156465063658751,-0.659112846899584,0.678172458840986
spiral_235_t_t,0.998949849692442,0.00529047279575153,0.0455105339129765,0.0458330483746913,10,-0.00246901471349902,-0.0212393451754573,0.0712393451754573,0.047530985286501,0,1.609E-06,#313131,0,0.921621987963831,1,0.921621987963831,-1.51054464362256E-19,0.674093275853761,-0.0783614656009671,0.67863264277692,0.031111051770155,-0.0783248374971702,-0.673778187840955,0.679028514954597
spiral_234_t_t,0.99894820830865,-8.56564320666279E-05,0.0458526965391746,0.0458688591684655,10,3.73742872730842E-05,-0.0200068087282434,0.0700068087282434,0.0500373742872731,0,1.492E-06,#3F3F3F,0,0.921261343475274,1,0.921261343475274,4.72735381341916E-21,0.678498280012463,0.00126748798251283,0.678499463894892,0.0311292680092134,0.00126689488723519,-0.67818079051251,0.67889603104571
spiral_233_t_t,0.998953352493239,-0.00546280819767133,0.0454131838689436,0.0457565325661304,10,0.00240121103763522,-0.0199616450760159,0.0699616450760159,0.0524012110376352,0,1.504E-06,#3E3E3E,0,0.921297809338167,1,0.921297809338167,0,0.673657469909853,0.0810350923570177,0.678513870866805,0.0310536597680946,0.0809973571956159,-0.673343771577227,0.678908488958204
spiral_232_t_t,0.998883218756603,-0.0111306468632549,0.0459175781902031,0.0472649801025577,10,0.000953760301573836,-0.00393457485088335,0.0539345748508834,0.0509537603015738,0,5.43E-07,#00FF00,0,0.916930236781841,1,0.916930236781841,-6.02852704807221E-19,0.657838012410979,0.159463170706471,0.676889469104513,0.0320011970038492,0.159384399868305,-0.657513056802824,0.677311511342641
spiral_231_t_t,0.998943073901774,-0.016027432986092,0.0430796529181881,0.0459806988387143,10,0.00551743487679866,-0.0148301465180015,0.0648301465180015,0.0555174348767987,0,1.123E-06,#6D6D6D,0,0.920152490090487,1,0.920152490090487,-3.03884070655531E-19,0.635531216523812,0.236444197977846,0.678089806687597,0.0311863855188991,0.236333183274984,-0.635232823457859,0.678488543865601
spiral_230_t_t,0.998889674077456,-0.0215366869646414,0.0418997629590039,0.0471281540909852,10,0.00153596361116652,-0.00298822708094288,0.0529882270809429,0.0515359636111665,0,5.29E-07,#00FF00,0,0.916741444091483,1,0.916741444091483,0,0.601957339457973,0.309409072281848,0.676820960474508,0.0319052857285915,0.309257153230281,-0.601661779966392,0.677240600934297
spiral_229_t_t,0.99892276023966,-0.0259583121671316,0.0384640755070531,0.0464205390641195,10,0.00524867313553759,-0.00777729147015922,0.0577772914701592,0.0552486731355376,0,7.04E-07,#FF0000,0,0.918400751130919,1,0.918400751130919,-1.8253331679333E-18,0.561528538152016,0.378959662800951,0.677439831416304,0.0314547053912003,0.378778738781164,-0.56126045157099,0.677846609449047
spiral_228_t_t,0.998990334697802,-0.0293791318846487,0.0339879065268633,0.0449407443632749,10,0.0151052349589013,-0.0174748292721918,0.0674748292721918,0.0651052349589013,0,1.777E-06,#1B1B1B,0,0.922165615637946,1,0.922165615637946,-1.22816854654189E-18,0.513568179263878,0.443928114796568,0.678840515776164,0.0305144234900701,0.443728464032076,-0.513337208806745,0.679221002162548
spiral_227_t_t,0.998965524155302,-0.0336237898359098,0.0306157199195735,0.0454896526834022,10,0.012269663256418,-0.0111719879168644,0.0611719879168645,0.062269663256418,0,1.202E-06,#646464,0,0.920394710277812,1,0.920394710277812,0,0.456592491221584,0.501453828484817,0.678183341834649,0.0308574303623209,0.501223312267419,-0.456382597572378,0.678573551750877
spiral_226_t_t,0.998978381563756,-0.036807300047326,0.0262186161245208,0.0452060269069104,10,0.0149735579167051,-0.0106659811105839,0.0606659811105839,0.0649735579167051,0,1.37E-06,#4F4F4F,0,0.92089556544957,1,0.92089556544957,-6.15332197911509E-19,0.39357565611445,0.552525625194206,0.67837037345551,0.0306733953876581,0.552274619681608,-0.393396859593883,0.678755627503302
spiral_225_t_t,0.998971836760345,-0.0398064979639574,0.0216959000621859,0.0453506223680602,10,0.0139647042255548,-0.00761124044496322,0.0576112404449632,0.0639647042255548,0,1.145E-06,#6B6B6B,0,0.9202208421025,1,0.9202208421025,1.23184997566163E-18,0.324526474529057,0.595424131313485,0.678120438285617,0.0307602271748518,0.595152150282204,-0.324378235583777,0.678508300083222
