IDENTIFIER,DIRX,DIRY,DIRZ,SURFACEANGLE,LOCX,LOCY,LOCZ,2DLOCX,2DLOCY,2DLOCZ,WAVELENGTH,RGBCOLOR,DISTANCE,CASUALTYINTENSITY,TRACESOURCEINTENSITY,INTENSITYFRACTION,Pol1DirX,Pol1DirY,Pol1DirZ,Pol1Len,Pol2DirX,Pol2DirY,Pol2DirZ,Pol2Len
spiral_1_t_t_t_t_t_t_t_t_t_t_t_t,0.832050948079558,0,-0.554699215611405,2.15879775179179,0.435643028704414,-0.00275461785557141,-0.3,0.185643028704414,0.247245382144429,0,4.13E-07,#4C00FF,0,0.638252878923357,1,0.638252878923357,0,-0.285542682066359,0,0.285542682066359,0.413880803086195,0,0.620822789915474,0.746135547767098
