nREFRACTIVE_INDEX,pPLATE_COUNT,Timestamp,cpu time (s),#traces,intensity,weighted_intensity,solarcell-1,0.405LoopSpiral-yield,0.405LoopSpiral-weighted_sum,reflection-yield,solarcell-2,0.405LoopSpiral-yield',0.405LoopSpiral-weighted_sum',transmission-yield,total light intensity,total revenue,total yield
n1.5,p0,r_2015-11-09T14:34:44,0.053641,1,1,100,reflection,0,0,0,transmission,1,100,1,1,1,1
n1.5,p1,r_2015-11-09T14:34:45,0.055786,1,1,100,reflection,0.131822544734111,13.1822544734111,0.131822544734111,transmission,0.867673594928551,86.7673594928551,0.867673594928551,1,0.999496139662661,0.999496139662661
n1.5,p2,r_2015-11-09T14:34:45,0.052632,1,1,100,reflection,0.215479395915265,21.5479395915265,0.215479395915265,transmission,0.782735196254318,78.2735196254318,0.782735196254318,1,0.998214592169584,0.998214592169584
n1.5,p3,r_2015-11-09T14:34:46,0.052859,1,1,100,reflection,0.271593130059174,27.1593130059174,0.271593130059174,transmission,0.725562048666908,72.5562048666908,0.725562048666908,1,0.997155178726082,0.997155178726082
n1.5,p4,r_2015-11-09T14:34:46,0.053637,1,1,100,reflection,0.310438958463525,31.0438958463525,0.310438958463525,transmission,0.685979078202182,68.5979078202182,0.685979078202182,1,0.996418036665707,0.996418036665707
n1.5,p5,r_2015-11-09T14:34:46,0.052634,1,1,100,reflection,0.337838463023985,33.7838463023985,0.337838463023985,transmission,0.658099647357043,65.8099647357043,0.658099647357043,1,0.995938110381029,0.995938110381029
n1.5,p6,r_2015-11-09T14:34:46,0.052566,1,1,100,reflection,0.357383819385689,35.7383819385689,0.357383819385689,transmission,0.638252878923357,63.8252878923357,0.638252878923357,1,0.995636698309046,0.995636698309046
n1.5,p7,r_2015-11-09T14:34:47,0.052457,1,1,100,reflection,0.371422630205534,37.1422630205534,0.371422630205534,transmission,0.624029220859384,62.4029220859384,0.624029220859384,1,0.995451851064918,0.995451851064918
n1.5,p8,r_2015-11-09T14:34:47,0.059853,1,1,100,reflection,0.381548787799549,38.1548787799549,0.381548787799549,transmission,0.613791684821106,61.3791684821106,0.613791684821106,1,0.995340472620655,0.995340472620655
